ID	Form	Lemma	Rank	Postag	Pos	Person	Number	Tense	Mood	Voice	Gender	Case	Degree	IsMemberOfCoord	IsMemberOfApos	TextURN
urn:cite2:gagdt:tokens.v1:Soph_Aj_5897	ἄρ'	ἄρα	6	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:911.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5898	αἱμάχθης	αἱμάσσω	7	v2saip---	verb	2nd	singular	aorist	indicative	passive	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:911.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_5899	,	,	8	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:911.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_5900	ἄφαρκτος	ἄφρακτος	9	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:911.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_5901	φίλων	φίλος	10	a-p---mg-	adjective	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:911.10
urn:cite2:gagdt:tokens.v1:Soph_Aj_5902	·	·	11	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:911.11
urn:cite2:gagdt:tokens.v1:Soph_Aj_5903	ἐγὼ	ἐγώ	1	p-s---mn-	pron	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5904	δ'	δέ	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5905	ὁ	ὁ	3	l-s---mn-	article	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5906	πάντα	πᾶς	4	a-p---na-	adjective	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5907	κωφός	κωφός	5	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5908	,	,	6	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5909	ὁ	ὁ	7	l-s---mn-	article	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_5910	πάντ'	πᾶς	8	a-p---na-	adjective	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_5911	ἄϊδρις	ἄιδρις	9	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_5912	,	,	10	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.10
urn:cite2:gagdt:tokens.v1:Soph_Aj_5913	κατημέλησα	καταμελέω	11	v1saia---	verb	1st	singular	aorist	indicative	active	-	-	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.11
urn:cite2:gagdt:tokens.v1:Soph_Aj_5914	.	.	12	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.12
urn:cite2:gagdt:tokens.v1:Soph_Aj_5915	πᾷ	πῆ	1	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.13
urn:cite2:gagdt:tokens.v1:Soph_Aj_5916	πᾷ	πῆ	2	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:912.14
urn:cite2:gagdt:tokens.v1:Soph_Aj_5917	κεῖται	κεῖμαι	3	v3spie---	verb	3rd	singular	present	indicative	mediopassive	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:913.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5918	ὁ	ὁ	4	l-s---mn-	article	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:913.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5919	δυστράπελος	δυστράπελος	5	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	true	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:913.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5920	,	,	6	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:913.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5921	δυσώνυμος	δυσώνυμος	7	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:913.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5922	Αἴας	Αἴας	8	n-s---mn-	noun	-	singular	-	-	-	masculine	nominative	-	false	true	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:913.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5923	;	;	9	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:913.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_5924	οὔτοι	οὔτοι	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:915.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5925	θεατός	θεατός	2	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:915.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5926	·	·	3	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:915.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5927	ἀλλά	ἀλλά	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:915.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5928	νιν	νιν	2	p-s---ma-	pron	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:915.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5929	περιπτυχεῖ	περιπτυχής	3	a-s---nd-	adjective	-	singular	-	-	-	neuter	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:915.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5930	φάρει	φᾶρος	4	n-s---nd-	noun	-	singular	-	-	-	neuter	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:916.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5931	καλύψω	καλύπτω	5	v1sfia---	verb	1st	singular	future	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:916.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5932	τῷδε	ὅδε	6	p-s---nd-	pron	-	singular	-	-	-	neuter	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:916.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5933	παμπήδην	παμπήδην	7	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:916.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5934	,	,	8	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:916.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5935	ἐπεὶ	ἐπεί	9	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:916.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5936	οὐδεὶς	οὐδείς	10	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:917.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5937	ἄν	ἄν	11	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:917.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5938	,	,	12	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:917.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5939	ὅστις	ὅστις	13	p-s---mn-	pron	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:917.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5940	καὶ	καί	14	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:917.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5941	φίλος	φίλος	15	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:917.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5942	,	,	16	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:917.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_5943	τλαίη	τλάω	17	v3saoa---	verb	3rd	singular	aorist	optative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:917.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_5944	βλέπειν	βλέπω	18	v--pna---	verb	-	-	present	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:917.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_5945	φυσῶντ'	φυσάω	19	v-sppama-	verb	-	singular	present	participle	active	masculine	accusative	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:918.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5946	ἄνω	ἄνω	20	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:918.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5947	πρὸς	πρός	21	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:918.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5948	ῥῖνας	ῥίς	22	n-p---fa-	noun	-	plural	-	-	-	feminine	accusative	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:918.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5949	ἔκ	ἐκ	23	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:918.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5950	τε	τε	24	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:918.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5951	φοινίας	φοίνιος	25	a-s---fg-	adjective	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:918.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_5952	πληγῆς	πληγή	26	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	true	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:920.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5953	μελανθὲν	μελαίνω	27	v-sappna-	verb	-	singular	aorist	participle	passive	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:920.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5954	αἷμ'	αἷμα	28	n-s---na-	noun	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:920.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5955	ἀπ'	ἀπό	29	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:920.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5956	οἰκείας	οἰκεῖος	30	a-s---fg-	adjective	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:920.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5957	σφαγῆς	σφαγή	31	n-s---fg-	noun	-	singular	-	-	-	feminine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:920.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5958	.	.	32	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:920.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_5959	οἴμοι	οἴμοι	1	i--------	irregular	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5960	,	,	2	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5961	τί	τίς	3	p-s---na-	pron	-	singular	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5962	δράσω	δράω	4	v1sasa---	verb	1st	singular	aorist	subjunctive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5963	;	;	5	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5964	τίς	τις	1	p-s---mn-	pron	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5965	σε	σύ	2	p-s---ma-	pron	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_5966	βαστάσει	βαστάζω	3	v3sfia---	verb	3rd	singular	future	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_5967	φίλων	φίλος	4	a-p---mg-	adjective	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_5968	;	;	5	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:921.10
urn:cite2:gagdt:tokens.v1:Soph_Aj_5969	ποῦ	ποῦ	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5970	Τεῦκρος	Τεῦκρος	2	n-s---mn-	noun	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5971	;	;	3	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5972	ὡς	ὡς	1	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5973	ἀκμαῖ'	ἀκμαῖος	2	a-p---na-	adjective	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5974	ἄν	ἄν	3	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5975	,	,	4	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_5976	εἰ	εἰ	5	c--------	conjunction	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_5977	βαίη	βαίνω	6	v3saoa---	verb	3rd	singular	aorist	optative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_5978	,	,	7	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.10
urn:cite2:gagdt:tokens.v1:Soph_Aj_5979	μόλοι	βλώσκω	8	v3saoa---	verb	3rd	singular	aorist	optative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.11
urn:cite2:gagdt:tokens.v1:Soph_Aj_5980	,	,	9	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:922.12
urn:cite2:gagdt:tokens.v1:Soph_Aj_5981	πεπτῶτ'	πίπτω	10	v-srpama-	verb	-	singular	perfect	participle	active	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:923.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5982	ἀδελφὸν	ἀδελφός	11	n-s---ma-	noun	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:923.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5983	τόνδε	ὅδε	12	p-s---ma-	pron	-	singular	-	-	-	masculine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:923.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5984	συγκαθαρμόσαι	συγκαθαρμόζω	13	v--ana---	verb	-	-	aorist	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:923.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5985	.	.	14	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:923.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5986	ὦ	ὦ	1	i--------	irregular	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:924.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5987	δύσμορ'	δύσμορος	2	a-s---mv-	adjective	-	singular	-	-	-	masculine	vocative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:924.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5988	Αἴας	Αἴας	3	n-s---mv-	noun	-	singular	-	-	-	masculine	vocative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:924.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5989	,	,	4	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:924.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5990	οἷος	οἷος	5	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:924.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_5991	ὢν	εἰμί	6	v-sppamn-	verb	-	singular	present	participle	active	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:924.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_5992	οἵως	οἷος	7	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:924.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_5993	ἔχεις	ἔχω	8	v2spia---	verb	2nd	singular	present	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:924.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_5994	,	,	9	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:924.9
urn:cite2:gagdt:tokens.v1:Soph_Aj_5995	ὡς	ὡς	10	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:925.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_5996	καὶ	καί	11	d--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:925.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_5997	παρ'	παρά	12	r--------	preposition	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:925.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_5998	ἐχθροῖς	ἐχθρός	13	a-p---md-	adjective	-	plural	-	-	-	masculine	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:925.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_5999	ἄξιος	ἄξιος	14	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:925.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_6000	θρήνων	θρῆνος	15	n-p---mg-	noun	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:925.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_6001	τυχεῖν	τυγχάνω	16	v--ana---	verb	-	-	aorist	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:925.7
urn:cite2:gagdt:tokens.v1:Soph_Aj_6002	.	.	17	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:925.8
urn:cite2:gagdt:tokens.v1:Soph_Aj_6003	ἔμελλες	μέλλω	1	v2siia---	verb	2nd	singular	imperfect	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:926.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_6004	,	,	2	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:926.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_6005	τάλας	τάλας	3	a-s---mv-	adjective	-	singular	-	-	-	masculine	vocative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:926.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_6006	,	,	4	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:926.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_6007	ἔμελλες	μέλλω	5	v2siia---	verb	2nd	singular	imperfect	indicative	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:926.5
urn:cite2:gagdt:tokens.v1:Soph_Aj_6008	χρόνῳ	χρόνος	6	n-s---md-	noun	-	singular	-	-	-	masculine	dative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:926.6
urn:cite2:gagdt:tokens.v1:Soph_Aj_6009	στερεόφρων	στερεόφρων	7	a-s---mn-	adjective	-	singular	-	-	-	masculine	nominative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:927.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_6010	ἄρ'	ἄρα	8	g--------	adverb	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:927.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_6011	ἐξανύσσειν	ἐξανύω	9	v--fna---	verb	-	-	future	infinitive	active	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:927.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_6012	κακὰν	κακός	10	a-s---fa-	adjective	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:927.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_6013	μοῖραν	μοῖρα	11	n-s---fa-	noun	-	singular	-	-	-	feminine	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:930.1
urn:cite2:gagdt:tokens.v1:Soph_Aj_6014	ἀπειρεσίων	ἀπειρέσιος	12	a-p---mg-	adjective	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:930.2
urn:cite2:gagdt:tokens.v1:Soph_Aj_6015	πόνων	πόνος	13	n-p---mg-	noun	-	plural	-	-	-	masculine	genitive	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:930.3
urn:cite2:gagdt:tokens.v1:Soph_Aj_6016	.	.	14	u--------	punctuation	-	-	-	-	-	-	-	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:930.4
urn:cite2:gagdt:tokens.v1:Soph_Aj_6017	τοῖά	τοῖος	1	a-p---na-	adjective	-	plural	-	-	-	neuter	accusative	-	false	false	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1.tokenized:930.5
