Source	RelationType	Target	DepType
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6012	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6013	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6014	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6015	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6016	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6017	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6018	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6019	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6020	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6021	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6022	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6023	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6024	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_467	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6028	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6025	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6028	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6026	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6025	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6027	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_468	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6028	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_468	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6029	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6025	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_468	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6026	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_468	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6027	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_468	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6028	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_468	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6029	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_468	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_468	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_468	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6032	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6030	ATR
urn:cite2:gagdt:artificial.v1:Aesch_Ag_136	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6031	SBJ
urn:cite2:gagdt:artificial.v1:Aesch_Ag_136	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6032	PNOM
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6036	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6033	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6036	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6034	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6037	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6035	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6030	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6036	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6036	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6037	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6040	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6038	AuxP
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6038	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6039	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6037	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6040	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6041	AuxK
urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_136	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6030	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6031	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6032	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6033	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6034	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6035	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6036	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6037	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6038	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6039	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6040	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6041	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_136	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_469	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6044	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6042	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6047	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6043	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6047	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6044	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6044	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6045	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6044	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6046	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6048	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6047	PNOM
urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6048	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6049	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6042	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6043	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6044	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6045	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6046	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6047	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6048	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6049	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_470	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6053	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6050	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6053	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6051	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6050	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6052	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_471	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6053	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_471	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6054	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6050	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_471	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6051	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_471	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6052	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_471	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6053	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_471	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6054	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_471	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_471	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_471	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6056	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6055	AuxZ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6060	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6056	ExD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6056	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6057	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6060	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6058	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6058	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6059	AuxZ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6060	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6061	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6055	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6056	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6057	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6058	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6059	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6060	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6061	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_472	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6065	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6062	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6065	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6063	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6065	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6064	ATR
urn:cite2:gagdt:artificial.v1:Aesch_Ag_137	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6065	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6067	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6066	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6065	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6067	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6071	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6068	AuxP
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6068	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6069	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6069	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6070	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6071	PRED
urn:cite2:gagdt:artificial.v1:Aesch_Ag_137	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6072	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6075	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6073	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6073	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6074	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6072	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6075	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6075	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6076	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6077	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6071	syntGoverns	urn:cite2:gagdt:artificial.v1:Aesch_Ag_137	APOS
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6062	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6063	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6064	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6065	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6066	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6067	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6068	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6069	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6070	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6071	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6072	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6073	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6074	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6075	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6076	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6077	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:artificial.v1:Aesch_Ag_137	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_473	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6081	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6078	SBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_474	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6079	COORD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6078	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6080	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6079	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6081	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_474	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6082	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6078	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_474	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6079	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_474	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6080	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_474	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6081	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_474	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6082	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_474	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_474	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_474	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6087	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6083	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6085	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6084	PNOM
urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6085	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6087	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6086	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6084	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6087	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6088	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6083	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6084	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6085	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6086	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6087	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6088	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_475	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6091	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6089	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6091	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6090	AuxY
urn:cite2:gagdt:sentences.v1:Aesch_Ag_476	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6091	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_476	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6092	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6089	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_476	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6090	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_476	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6091	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_476	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6092	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_476	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_476	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_476	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6095	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6093	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6096	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6094	AuxY
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6096	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6095	ATR
urn:cite2:gagdt:sentences.v1:Aesch_Ag_477	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6096	PRED
urn:cite2:gagdt:sentences.v1:Aesch_Ag_477	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6097	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6093	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_477	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6094	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_477	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6095	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_477	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6096	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_477	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6097	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_477	none
urn:cite2:gagdt:sentences.v1:Aesch_Ag_477	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_477	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6099	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6098	AuxZ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6103	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6099	ExD
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6099	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6100	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6103	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6101	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6103	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6102	AuxX
urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6103	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6109	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6104	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6107	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6105	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6107	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6106	ATR
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6109	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6107	OBJ
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6109	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6108	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6103	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6109	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6112	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6110	AuxX
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6112	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6111	ADV
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6103	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6112	PRED
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6112	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6113	OBJ
urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	syntGoverns	urn:cite2:gagdt:tokens.v1:Aesch_Ag_6114	AuxK
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6098	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6099	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6100	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
urn:cite2:gagdt:tokens.v1:Aesch_Ag_6101	isTokenOf	urn:cite2:gagdt:sentences.v1:Aesch_Ag_478	none
